snapped_at,price,market_cap,total_volume
2013-07-11 00:00:00 UTC,0.263376,51274.0,0.0
2013-07-12 00:00:00 UTC,0.488674,154038.0,0.0
2013-07-13 00:00:00 UTC,0.315,138918.0,0.0
2013-07-14 00:00:00 UTC,0.335965,184545.0,0.0
2013-07-15 00:00:00 UTC,0.155512,114596.0,0.0
2013-07-16 00:00:00 UTC,0.386489,310936.0,0.0
2013-07-18 00:00:00 UTC,0.826988,765927.0,0.0
2013-07-19 00:00:00 UTC,1.2558,1227550.0,0.0
2013-07-20 00:00:00 UTC,0.99023,1025835.0,0.0
2013-07-21 00:00:00 UTC,1.0317,1126445.0,0.0
2013-07-22 00:00:00 UTC,0.991862,1122274.0,0.0
2013-07-23 00:00:00 UTC,0.91494,1056233.0,0.0
2013-07-24 00:00:00 UTC,0.885638,1038230.0,0.0
2013-07-25 00:00:00 UTC,0.844151,1004881.0,0.0
2013-07-26 00:00:00 UTC,0.748431,903186.0,0.0
2013-07-27 00:00:00 UTC,0.67032,821021.0,0.0
2013-07-28 00:00:00 UTC,0.71475,887330.0,0.0
2013-07-29 00:00:00 UTC,0.729669,917214.0,0.0
2013-07-30 00:00:00 UTC,0.636314,809754.0,0.0
2013-07-31 00:00:00 UTC,0.668643,861402.0,0.0
2013-08-01 00:00:00 UTC,0.663404,864683.0,0.0
2013-08-02 00:00:00 UTC,0.658721,869301.0,0.0
2013-08-03 00:00:00 UTC,0.640311,856566.0,0.0
2013-08-04 00:00:00 UTC,0.656271,892540.0,0.0
2013-08-05 00:00:00 UTC,0.659185,911544.0,0.0
2013-08-06 00:00:00 UTC,0.683056,961065.0,0.0
2013-08-07 00:00:00 UTC,0.959979,1372980.0,0.0
2013-08-08 00:00:00 UTC,0.814897,1184792.0,0.0
2013-08-09 00:00:00 UTC,0.876494,1293377.0,0.0
2013-08-10 00:00:00 UTC,0.866139,1297399.0,0.0
2013-08-11 00:00:00 UTC,0.863115,1311658.0,0.0
2013-08-12 00:00:00 UTC,0.895364,1378315.0,0.0
2013-08-13 00:00:00 UTC,0.998771,1554675.0,0.0
2013-08-14 00:00:00 UTC,0.993816,1563463.0,0.0
2013-08-15 00:00:00 UTC,0.834386,1325731.0,0.0
2013-08-16 00:00:00 UTC,0.900946,1444933.0,0.0
2013-08-17 00:00:00 UTC,0.862372,1396407.0,0.0
2013-08-18 00:00:00 UTC,0.84975,1389580.0,0.0
2013-08-19 00:00:00 UTC,0.841693,1391460.0,0.0
2013-08-20 00:00:00 UTC,0.865081,1445001.0,0.0
2013-08-21 00:00:00 UTC,0.841621,1419729.0,0.0
2013-08-22 00:00:00 UTC,0.879133,1496258.0,0.0
2013-08-23 00:00:00 UTC,0.826776,1419565.0,0.0
2013-08-24 00:00:00 UTC,0.7821,1354938.0,0.0
2013-08-25 00:00:00 UTC,0.728627,1274593.0,0.0
2013-08-26 00:00:00 UTC,0.816924,1444590.0,0.0
2013-08-27 00:00:00 UTC,0.761919,1360720.0,0.0
2013-08-28 00:00:00 UTC,0.73866,1332125.0,0.0
2013-08-29 00:00:00 UTC,0.653429,1189152.0,0.0
2013-08-30 00:00:00 UTC,0.593426,1089346.0,0.0
2013-08-31 00:00:00 UTC,0.557395,1031827.0,0.0
2013-09-01 00:00:00 UTC,0.541325,1010624.0,0.0
2013-09-02 00:00:00 UTC,0.538374,1014340.0,0.0
2013-09-03 00:00:00 UTC,0.541561,1029613.0,0.0
2013-09-04 00:00:00 UTC,0.507419,972751.0,0.0
2013-09-05 00:00:00 UTC,0.52071,1006457.0,0.0
2013-09-06 00:00:00 UTC,0.586409,1142862.0,0.0
2013-09-07 00:00:00 UTC,0.553607,1087273.0,0.0
2013-09-08 00:00:00 UTC,0.511732,1012949.0,0.0
2013-09-09 00:00:00 UTC,0.48289,963546.0,0.0
2013-09-10 00:00:00 UTC,0.482384,969322.0,0.0
2013-09-11 00:00:00 UTC,0.428787,867301.0,0.0
2013-09-12 00:00:00 UTC,0.446448,908947.0,0.0
2013-09-13 00:00:00 UTC,0.392266,804771.0,0.0
2013-09-14 00:00:00 UTC,0.33373,689607.0,0.0
2013-09-15 00:00:00 UTC,0.351602,732336.0,0.0
2013-09-16 00:00:00 UTC,0.343772,721427.0,0.0
2013-09-17 00:00:00 UTC,0.328754,694706.0,0.0
2013-09-18 00:00:00 UTC,0.337148,717194.0,0.0
2013-09-19 00:00:00 UTC,0.334101,715350.0,0.0
2013-09-20 00:00:00 UTC,0.331834,715033.0,0.0
2013-09-21 00:00:00 UTC,0.322853,700303.0,0.0
2013-09-22 00:00:00 UTC,0.330832,722959.0,0.0
2013-09-23 00:00:00 UTC,0.305106,671317.0,0.0
2013-09-24 00:00:00 UTC,0.236438,523559.0,0.0
2013-09-25 00:00:00 UTC,0.264852,590292.0,0.0
2013-09-26 00:00:00 UTC,0.270135,605811.0,0.0
2013-09-27 00:00:00 UTC,0.297602,671502.0,0.0
2013-09-28 00:00:00 UTC,0.33815,768243.0,0.0
2013-09-29 00:00:00 UTC,0.366881,839414.0,0.0
2013-09-30 00:00:00 UTC,0.355622,819552.0,0.0
2013-10-01 00:00:00 UTC,0.358584,832100.0,0.0
2013-10-02 00:00:00 UTC,0.323007,754551.0,0.0
2013-10-03 00:00:00 UTC,0.271267,637851.0,0.0
2013-10-04 00:00:00 UTC,0.302274,715641.0,0.0
2013-10-05 00:00:00 UTC,0.298128,710656.0,0.0
2013-10-06 00:00:00 UTC,0.325646,781091.0,0.0
2013-10-07 00:00:00 UTC,0.332352,802526.0,0.0
2013-10-08 00:00:00 UTC,0.385583,937391.0,0.0
2013-10-09 00:00:00 UTC,0.466192,1140930.0,0.0
2013-10-10 00:00:00 UTC,0.479504,1181636.0,0.0
2013-10-11 00:00:00 UTC,0.478776,1187485.0,0.0
2013-10-12 00:00:00 UTC,0.514446,1284006.0,0.0
2013-10-13 00:00:00 UTC,0.606419,1523161.0,0.0
2013-10-14 00:00:00 UTC,0.863672,2184867.0,0.0
2013-10-15 00:00:00 UTC,0.731033,1862341.0,0.0
2013-10-16 00:00:00 UTC,0.484076,1241649.0,0.0
2013-10-17 00:00:00 UTC,0.696472,1798332.0,0.0
2013-10-18 00:00:00 UTC,0.771039,2003214.0,0.0
2013-10-19 00:00:00 UTC,0.70312,1838945.0,0.0
2013-10-20 00:00:00 UTC,0.72143,1899647.0,0.0
2013-10-21 00:00:00 UTC,0.675688,1791952.0,0.0
2013-10-22 00:00:00 UTC,0.595889,1589222.0,0.0
2013-10-23 00:00:00 UTC,0.624927,1674656.0,0.0
2013-10-24 00:00:00 UTC,0.696787,1876817.0,0.0
2013-10-25 00:00:00 UTC,0.764518,2070219.0,0.0
2013-10-26 00:00:00 UTC,0.72836,1983903.0,0.0
2013-10-27 00:00:00 UTC,0.6663,1825263.0,0.0
2013-10-28 00:00:00 UTC,0.660082,1818503.0,0.0
2013-10-29 00:00:00 UTC,0.71898,1992288.0,0.0
2013-10-30 00:00:00 UTC,0.707666,1972805.0,0.0
2013-10-31 00:00:00 UTC,0.720222,2020394.0,0.0
2013-11-01 00:00:00 UTC,0.720179,2033852.0,0.0
2013-11-02 00:00:00 UTC,0.716533,2037249.0,0.0
2013-11-03 00:00:00 UTC,0.697769,1996185.0,0.0
2013-11-04 00:00:00 UTC,0.700652,2017345.0,0.0
2013-11-05 00:00:00 UTC,0.67284,1948532.0,0.0
2013-11-06 00:00:00 UTC,0.738201,2149256.0,0.0
2013-11-07 00:00:00 UTC,0.736394,2156094.0,0.0
2013-11-08 00:00:00 UTC,0.778064,2292305.0,0.0
2013-11-09 00:00:00 UTC,0.73346,2174559.0,0.0
2013-11-10 00:00:00 UTC,0.672136,2004519.0,0.0
2013-11-11 00:00:00 UTC,0.771795,2315957.0,0.0
2013-11-12 00:00:00 UTC,0.791583,2388071.0,0.0
2013-11-13 00:00:00 UTC,0.739519,2243722.0,0.0
2013-11-14 00:00:00 UTC,0.736873,2245292.0,0.0
2013-11-15 00:00:00 UTC,0.750439,2291718.0,0.0
2013-11-16 00:00:00 UTC,0.7707,2360224.0,0.0
2013-11-17 00:00:00 UTC,0.729473,2241274.0,0.0
2013-11-18 00:00:00 UTC,0.62319,1921796.0,0.0
2013-11-19 00:00:00 UTC,0.699097,2163922.0,0.0
2013-11-20 00:00:00 UTC,0.615987,1913863.0,0.0
2013-11-21 00:00:00 UTC,0.766376,2390331.0,0.0
2013-11-22 00:00:00 UTC,1.47862,4628567.0,0.0
2013-11-23 00:00:00 UTC,1.52907,4802232.0,0.0
2013-11-24 00:00:00 UTC,1.58539,5001698.0,0.0
2013-11-25 00:00:00 UTC,2.92593,9282433.0,0.0
2013-11-26 00:00:00 UTC,4.04233,12911825.0,0.0
2013-11-27 00:00:00 UTC,4.91446,15811700.0,0.0
2013-11-28 00:00:00 UTC,5.77209,18727599.0,0.0
2013-11-29 00:00:00 UTC,7.14855,23424163.0,0.0
2013-11-30 00:00:00 UTC,7.26715,24000989.0,0.0
2013-12-01 00:00:00 UTC,5.60481,18644801.0,0.0
2013-12-02 00:00:00 UTC,4.62356,15476958.0,0.0
2013-12-03 00:00:00 UTC,5.31682,17898904.0,0.0
2013-12-04 00:00:00 UTC,5.93622,20087545.0,0.0
2013-12-05 00:00:00 UTC,5.09121,17319279.0,0.0
2013-12-06 00:00:00 UTC,4.20309,14368492.0,0.0
2013-12-07 00:00:00 UTC,2.9336,10070336.0,0.0
2013-12-08 00:00:00 UTC,3.12312,10771683.0,0.0
2013-12-09 00:00:00 UTC,4.49066,15560203.0,0.0
2013-12-10 00:00:00 UTC,4.64511,16178702.0,0.0
2013-12-11 00:00:00 UTC,3.97508,13916225.0,0.0
2013-12-12 00:00:00 UTC,3.88656,13677660.0,0.0
2013-12-13 00:00:00 UTC,4.00743,14183475.0,0.0
2013-12-14 00:00:00 UTC,3.88287,13823471.0,0.0
2013-12-15 00:00:00 UTC,3.87419,13875869.0,0.0
2013-12-16 00:00:00 UTC,3.12757,11259057.0,0.0
2013-12-17 00:00:00 UTC,2.70242,9771491.0,0.0
2013-12-18 00:00:00 UTC,1.89017,6862054.0,0.0
2013-12-19 00:00:00 UTC,2.26872,8270514.0,0.0
2013-12-20 00:00:00 UTC,2.35174,8607943.0,0.0
2013-12-21 00:00:00 UTC,2.14382,7877515.0,0.0
2013-12-22 00:00:00 UTC,2.07806,7664439.0,0.0
2013-12-23 00:00:00 UTC,2.15008,7957260.0,0.0
2013-12-24 00:00:00 UTC,2.21014,8208205.0,0.0
2013-12-25 00:00:00 UTC,2.24584,8371828.0,0.0
2013-12-27 00:00:00 UTC,2.72637,10211895.0,0.0
2013-12-28 00:00:00 UTC,2.55138,9592247.0,57649.0
2013-12-29 00:00:00 UTC,2.60155,9815074.0,137272.0
2013-12-30 00:00:00 UTC,2.66197,10079360.0,69571.0
2013-12-31 00:00:00 UTC,2.74936,10446514.0,79128.0
2014-01-01 00:00:00 UTC,2.85085,10869326.0,172647.0
2014-01-02 00:00:00 UTC,3.693,14132381.0,546810.0
2014-01-03 00:00:00 UTC,4.86238,18677017.0,2177150.0
2014-01-04 00:00:00 UTC,4.20883,16230793.0,920702.0
2014-01-05 00:00:00 UTC,4.54423,17596319.0,546226.0
2014-01-06 00:00:00 UTC,4.40141,17110061.0,611870.0
2014-01-07 00:00:00 UTC,4.38231,17102903.0,536960.0
2014-01-08 00:00:00 UTC,3.4531,13530132.0,597753.0
2014-01-09 00:00:00 UTC,3.41535,13432812.0,272090.0
2014-01-10 00:00:00 UTC,3.34044,13186647.0,147178.0
2014-01-11 00:00:00 UTC,3.75352,14875280.0,207365.0
2014-01-12 00:00:00 UTC,3.81543,15180101.0,573655.0
2014-01-13 00:00:00 UTC,3.53792,14129347.0,103533.0
2014-01-14 00:00:00 UTC,3.39811,13616932.0,288442.0
